item_id,Brand Name,Generic Name,Category
ITM_398,Rogaine,minoxidil 20 MG/ML Topical Solution,Skin/Topical
ITM_399,Lysodren,mitotane 500 MG Oral Tablet,Other
ITM_400,Virazole,ribavirin 20 MG/ML Inhalation Solution,Other
ITM_401,Rifadin,rifampin 600 MG Injection,Other
ITM_402,Nembutal,pentobarbital sodium 50 MG/ML Injectable Solution,Other
ITM_403,Mysoline,primidone 50 MG Oral Tablet,Other
ITM_404,Acticin,permethrin 50 MG/ML Topical Cream,Skin/Topical
ITM_405,Elimite,permethrin 50 MG/ML Topical Cream,Skin/Topical
ITM_406,Matulane,procarbazine 50 MG Oral Capsule,Other
ITM_407,Proglycem,diazoxide 50 MG/ML Oral Suspension,Other
ITM_408,Compazine,prochlorperazine 25 MG Rectal Suppository,Other
ITM_409,Compazine,prochlorperazine 5 MG Oral Tablet,Other
ITM_410,Compazine,prochlorperazine 10 MG Oral Tablet,Other
ITM_411,Habitrol,24 HR nicotine 0.583 MG/HR Transdermal System,Other
ITM_412,Habitrol,24 HR nicotine 0.875 MG/HR Transdermal System,Other
ITM_413,Habitrol,24 HR nicotine 0.292 MG/HR Transdermal System,Other
ITM_414,Procardia,Osmotic 24 HR nifedipine 30 MG Extended Release Oral Tablet,Other
ITM_415,Procardia,Osmotic 24 HR nifedipine 60 MG Extended Release Oral Tablet,Other
ITM_416,Procardia,Osmotic 24 HR nifedipine 90 MG Extended Release Oral Tablet,Other
ITM_417,Nimotop,nimodipine 30 MG Oral Capsule,Other
ITM_418,Furadantin,nitrofurantoin 5 MG/ML Oral Suspension,Other
ITM_419,Macrodantin,"nitrofurantoin, macrocrystals 25 MG Oral Capsule",Other
ITM_420,Humatrope,somatropin 5 MG Injection,Other
ITM_421,Saizen,somatropin 5 MG/ML Injectable Solution,Other
ITM_422,Mephyton,vitamin K1 5 MG Oral Tablet,Other
ITM_423,Thiola,tiopronin 100 MG Oral Tablet,Other
ITM_424,Tobrex,tobramycin 3 MG/ML Ophthalmic Solution,Other
ITM_425,Tobrex,tobramycin 0.003 MG/MG Ophthalmic Ointment,Skin/Topical
ITM_426,Eurax,crotamiton 100 MG/ML Topical Cream,Skin/Topical
ITM_427,Doral,quazepam 15 MG Oral Tablet,Other
ITM_428,Accupril,quinapril 5 MG Oral Tablet,Other
ITM_429,Accupril,quinapril 10 MG Oral Tablet,Other
ITM_430,Accupril,quinapril 20 MG Oral Tablet,Other
ITM_431,Eurax,crotamiton 100 MG/ML Topical Lotion,Skin/Topical
ITM_432,Accupril,quinapril 40 MG Oral Tablet,Other
ITM_433,Zanosar,streptozocin 1000 MG Injection,Other
ITM_434,Chemet,succimer 100 MG Oral Capsule,Other
ITM_435,Tolectin 600,tolmetin 600 MG Oral Tablet,Other
ITM_436,Disalcid,salsalate 500 MG Oral Tablet,Other
ITM_437,Disalcid,salsalate 750 MG Oral Tablet,Other
ITM_438,Leukine,sargramostim 0.25 MG/ML Injectable Solution,Other
ITM_439,Carafate,sucralfate 100 MG/ML Oral Suspension,Other
ITM_440,Carafate,sucralfate 1000 MG Oral Tablet,Other
ITM_441,Cyklokapron,10 ML tranexamic acid 100 MG/ML Injection,Other
ITM_442,Aldactazide,hydrochlorothiazide 25 MG / spironolactone 25 MG Oral Tablet,Other
ITM_443,Exelderm,sulconazole nitrate 10 MG/ML Topical Cream,Skin/Topical
ITM_444,Exelderm,sulconazole nitrate 10 MG/ML Topical Solution,Skin/Topical
ITM_445,Dyazide,hydrochlorothiazide 25 MG / triamterene 37.5 MG Oral Capsule,Other
ITM_446,Lanoxin,1 ML digoxin 0.1 MG/ML Injection,Other
ITM_447,Lanoxin,2 ML digoxin 0.25 MG/ML Injection,Other
ITM_448,Zoloft,sertraline 100 MG Oral Tablet,Other
ITM_449,Zoloft,sertraline 50 MG Oral Tablet,Other
ITM_450,SSD,silver sulfadiazine 10 MG/ML Topical Cream,Skin/Topical
ITM_451,Silvadene,silver sulfadiazine 10 MG/ML Topical Cream,Skin/Topical
ITM_452,Thermazene,silver sulfadiazine 10 MG/ML Topical Cream,Skin/Topical
ITM_453,Zocor,simvastatin 5 MG Oral Tablet,Other
ITM_454,Anacaine,benzocaine 0.1 MG/MG Topical Ointment,Skin/Topical
ITM_455,Kinevac,sincalide 0.005 MG Injection,Other
ITM_456,Neut brand of sodium bicarbonate,5 ML sodium bicarbonate 40 MG/ML Injection,Other
ITM_457,BAL in Oil,3 ML dimercaprol 100 MG/ML Injection,Other
ITM_458,Avita,tretinoin 0.25 MG/ML Topical Cream,Skin/Topical
ITM_459,Retin-A,tretinoin 0.25 MG/ML Topical Cream,Skin/Topical
ITM_460,Retin-A,tretinoin 0.5 MG/ML Topical Cream,Skin/Topical
ITM_461,Retin-A,tretinoin 1 MG/ML Topical Cream,Skin/Topical
ITM_462,Avita,tretinoin 0.00025 MG/MG Topical Gel,Skin/Topical
ITM_463,Retin-A,tretinoin 0.0001 MG/MG Topical Gel,Skin/Topical
ITM_464,Rimso-50,dimethyl sulfoxide 500 MG/ML Irrigation Solution,Other
ITM_465,Tessalon Perles,benzonatate 100 MG Oral Capsule,Other
ITM_466,Prepidil,dinoprostone 0.000167 MG/MG Vaginal Gel,Skin/Topical
ITM_467,Sulfatrim,sulfamethoxazole 40 MG/ML / trimethoprim 8 MG/ML Oral Suspension,Other
ITM_468,Bactrim,sulfamethoxazole 400 MG / trimethoprim 80 MG Oral Tablet,Other
ITM_469,FML Forte Liquifilm,fluorometholone 2.5 MG/ML Ophthalmic Suspension,Other
ITM_470,Biolon,sodium hyaluronate 10 MG/ML Ophthalmic Solution,Other
ITM_471,Azulfidine,sulfasalazine 500 MG Oral Tablet,Other
ITM_472,Imitrex,sumatriptan 25 MG Oral Tablet,Other
ITM_473,Polytrim,polymyxin B 10000 UNT/ML / trimethoprim 1 MG/ML Ophthalmic Solution,Other
ITM_474,Imitrex,0.5 ML sumatriptan 12 MG/ML Injection,Other
ITM_475,Restoril,temazepam 7.5 MG Oral Capsule,Other
ITM_476,Restoril,temazepam 15 MG Oral Capsule,Other
ITM_477,Restoril,temazepam 30 MG Oral Capsule,Other
ITM_478,Benzac,benzoyl peroxide 0.05 MG/MG Topical Gel,Skin/Topical
ITM_479,Clearplex,benzoyl peroxide 0.05 MG/MG Topical Gel,Skin/Topical
ITM_480,Benzac,benzoyl peroxide 0.1 MG/MG Topical Gel,Skin/Topical
ITM_481,Persa-Gel,benzoyl peroxide 0.1 MG/MG Topical Gel,Skin/Topical
ITM_482,Premarin,"estrogens, conjugated (USP) 0.3 MG Oral Tablet",Other
ITM_483,Armour Thyroid,thyroid (USP) 15 MG Oral Tablet,Other
ITM_484,Armour Thyroid,thyroid (USP) 30 MG Oral Tablet,Other
ITM_485,Armour Thyroid,thyroid (USP) 60 MG Oral Tablet,Other
ITM_486,Armour Thyroid,thyroid (USP) 90 MG Oral Tablet,Other
ITM_487,Armour Thyroid,thyroid (USP) 120 MG Oral Tablet,Other
ITM_488,Armour Thyroid,thyroid (USP) 180 MG Oral Tablet,Other
ITM_489,Armour Thyroid,thyroid (USP) 240 MG Oral Tablet,Other
ITM_490,Armour Thyroid,thyroid (USP) 300 MG Oral Tablet,Other
ITM_491,Betimol,timolol hemihydrate 2.5 MG/ML Ophthalmic Solution,Other
ITM_492,Viroptic,trifluridine 10 MG/ML Ophthalmic Solution,Other
ITM_493,Maxitrol,dexamethasone 1 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Ophthalmic Suspension,Other
ITM_494,Maxitrol,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment,Skin/Topical
ITM_495,Poly-Dex,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment,Skin/Topical
ITM_496,Mydriacyl,tropicamide 10 MG/ML Ophthalmic Solution,Other
ITM_497,Epimide 50,urea 0.5 MG/MG Paste,Skin/Topical
ITM_498,Dyrenium,triamterene 100 MG Oral Capsule,Other
ITM_499,Dyrenium,triamterene 50 MG Oral Capsule,Other
ITM_500,Cortef,hydrocortisone 5 MG Oral Tablet,Other
ITM_501,Halcion,triazolam 0.25 MG Oral Tablet,Other
ITM_502,Cortef,hydrocortisone 10 MG Oral Tablet,Other
ITM_503,Syprine,trientine hydrochloride 250 MG Oral Capsule,Other
ITM_504,Tobradex,dexamethasone 1 MG/ML / tobramycin 3 MG/ML Ophthalmic Suspension,Other
ITM_505,Cortef,hydrocortisone 20 MG Oral Tablet,Other
ITM_506,Tobradex,dexamethasone 0.001 MG/MG / tobramycin 0.003 MG/MG Ophthalmic Ointment,Skin/Topical
ITM_507,Suprane,desflurane 1000 MG/ML Inhalation Solution,Other
ITM_508,Premarin,"estrogens, conjugated (USP) 0.9 MG Oral Tablet",Other
ITM_509,Protopam,pralidoxime chloride 1000 MG Injection,Other
ITM_510,Biltricide,praziquantel 600 MG Oral Tablet,Other
ITM_511,Minipress,prazosin 1 MG Oral Capsule,Other
ITM_512,Minipress,prazosin 2 MG Oral Capsule,Other
ITM_513,Minipress,prazosin 5 MG Oral Capsule,Other
ITM_514,Pred Mild,prednisolone 1.2 MG/ML Ophthalmic Suspension,Other
ITM_515,Rocaltrol,calcitriol 0.00025 MG Oral Capsule,Other
ITM_516,Rocaltrol,calcitriol 0.0005 MG Oral Capsule,Other
ITM_517,Calphron,calcium acetate 667 MG Oral Tablet,Other
ITM_518,Felbatol,felbamate 400 MG Oral Tablet,Other
ITM_519,Felbatol,felbamate 600 MG Oral Tablet,Other
ITM_520,Felbatol,felbamate 120 MG/ML Oral Suspension,Other
ITM_521,Cytogam,"50 ML cytomegalovirus immune globulin, human 50 MG/ML Injection",Other
ITM_522,Norpace,disopyramide 100 MG Oral Capsule,Other
ITM_523,Imitrex,sumatriptan 50 MG Oral Tablet,Other
ITM_524,Cytotec,misoprostol 0.1 MG Oral Tablet,Other
ITM_525,Levophed,4 ML norepinephrine 1 MG/ML Injection,Other
ITM_526,K-Phos No 2,"potassium phosphate 305 MG / sodium phosphate, monobasic 700 MG Oral Tablet",Other
ITM_527,Precose,acarbose 50 MG Oral Tablet,Other
ITM_528,Precose,acarbose 100 MG Oral Tablet,Other
ITM_529,Estratest,"estrogens, esterified (USP) 0.625 MG / methyltestosterone 1.25 MG Oral Tablet",Other
ITM_530,Estratest,"estrogens, esterified (USP) 1.25 MG / methyltestosterone 2.5 MG Oral Tablet",Other
ITM_531,Cytra-K,citric acid 66.8 MG/ML / potassium citrate 220 MG/ML Oral Solution,Other
ITM_532,Nicorette,nicotine 2 MG Chewing Gum,Other
ITM_533,Pamelor,nortriptyline 10 MG Oral Capsule,Other
ITM_534,Pamelor,nortriptyline 25 MG Oral Capsule,Other
ITM_535,Pamelor,nortriptyline 50 MG Oral Capsule,Other
ITM_536,Acephen,acetaminophen 120 MG Rectal Suppository,Other
ITM_537,Feverall,acetaminophen 120 MG Rectal Suppository,Other
ITM_538,Acephen,acetaminophen 325 MG Rectal Suppository,Other
ITM_539,Feverall,acetaminophen 325 MG Rectal Suppository,Other
ITM_540,Acephen,acetaminophen 650 MG Rectal Suppository,Other
ITM_541,Feverall,acetaminophen 650 MG Rectal Suppository,Other
ITM_542,Mapap,acetaminophen 325 MG Oral Tablet,Other
ITM_543,Tycolene,acetaminophen 325 MG Oral Tablet,Other
ITM_544,Tylenol,acetaminophen 325 MG Oral Tablet,Other
ITM_545,Pamelor,nortriptyline 75 MG Oral Capsule,Other
ITM_546,Mapap,acetaminophen 32 MG/ML Oral Solution,Other
ITM_547,Mapap,acetaminophen 33.3 MG/ML Oral Solution,Other
ITM_548,Redutemp,acetaminophen 33.3 MG/ML Oral Solution,Other
ITM_549,Anacin AF,acetaminophen 500 MG Oral Tablet,Other
ITM_550,Mapap,acetaminophen 500 MG Oral Tablet,Other
ITM_551,Tylenol,acetaminophen 500 MG Oral Tablet,Other
ITM_552,Excedrin,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet,Other
ITM_553,Mapap,acetaminophen 80 MG Chewable Tablet,Other
ITM_554,Tempra Quicklets,acetaminophen 80 MG Chewable Tablet,Other
ITM_555,Feverall,acetaminophen 80 MG Rectal Suppository,Other
ITM_556,Bisac-Evac,bisacodyl 10 MG Rectal Suppository,Other
ITM_557,Dulcolax,bisacodyl 10 MG Rectal Suppository,Other
ITM_558,Bisac-Evac,bisacodyl 5 MG Delayed Release Oral Tablet,Other
ITM_559,Correct (New Formula),bisacodyl 5 MG Delayed Release Oral Tablet,Other
ITM_560,Dulcolax,bisacodyl 5 MG Delayed Release Oral Tablet,Other
ITM_561,Delta D3,cholecalciferol 0.01 MG Oral Tablet,Other
ITM_562,Fungi-Guard,tolnaftate 10 MG/ML Topical Cream,Skin/Topical
ITM_563,Tinactin,tolnaftate 10 MG/ML Topical Cream,Skin/Topical
ITM_564,Tinactin,tolnaftate 0.01 MG/MG Topical Powder,Skin/Topical
ITM_565,Absorbine Jr. Antifungal,tolnaftate 10 MG/ML Topical Solution,Skin/Topical
ITM_566,Blis-To-Sol,tolnaftate 10 MG/ML Topical Solution,Skin/Topical
ITM_567,Tinactin,tolnaftate 10 MG/ML Topical Spray,Skin/Topical
ITM_568,Norpace,disopyramide 150 MG Oral Capsule,Other
ITM_569,Vivarin,caffeine 200 MG Oral Tablet,Other
ITM_570,Cystagon,cysteamine 150 MG Oral Capsule,Other
ITM_571,Cystagon,cysteamine 50 MG Oral Capsule,Other
ITM_572,Marten-Tab,acetaminophen 325 MG / butalbital 50 MG Oral Tablet,Other
ITM_573,Mapap,acetaminophen 160 MG Chewable Tablet,Other
ITM_574,Tempra Quicklets,acetaminophen 160 MG Chewable Tablet,Other
ITM_575,Dandrex,selenium sulfide 10 MG/ML Medicated Shampoo,Skin/Topical
ITM_576,Mapap,acetaminophen 500 MG Oral Capsule,Other
ITM_577,Cetacaine,benzocaine 0.14 MG/MG / butamben 0.02 MG/MG / tetracaine 0.02 MG/MG Topical Gel,Skin/Topical
ITM_578,Cetacaine,benzocaine 0.14 MG/MG / butamben 0.02 MG/MG / tetracaine 0.02 MG/MG Topical Ointment,Skin/Topical
ITM_579,Zovirax,acyclovir 0.05 MG/MG Topical Ointment,Skin/Topical
ITM_580,Acnomel,resorcinol 20 MG/ML / sulfur 80 MG/ML Topical Cream,Skin/Topical
ITM_581,Almacone,aluminum hydroxide 80 MG/ML / magnesium hydroxide 80 MG/ML / simethicone 8 MG/ML Oral Suspension,Other
ITM_582,Almacone,aluminum hydroxide 40 MG/ML / magnesium hydroxide 40 MG/ML / simethicone 4 MG/ML Oral Suspension,Other
ITM_583,Maalox Plus,aluminum hydroxide 40 MG/ML / magnesium hydroxide 40 MG/ML / simethicone 4 MG/ML Oral Suspension,Other
ITM_584,Mintox Plus,aluminum hydroxide 40 MG/ML / magnesium hydroxide 40 MG/ML / simethicone 4 MG/ML Oral Suspension,Other
ITM_585,Compound W brand of salicylic acid,salicylic acid 170 MG/ML Topical Solution,Skin/Topical
ITM_586,Duofilm,salicylic acid 170 MG/ML Topical Solution,Skin/Topical
ITM_587,Alkums,calcium carbonate 500 MG Chewable Tablet,Other
ITM_588,Tums,calcium carbonate 500 MG Chewable Tablet,Other
ITM_589,Mosco Corn & Callus Remover,salicylic acid 176 MG/ML Topical Solution,Skin/Topical
ITM_590,Compound W brand of salicylic acid,salicylic acid 0.17 MG/MG Topical Gel,Skin/Topical
ITM_591,Duoplant,salicylic acid 0.17 MG/MG Topical Gel,Skin/Topical
ITM_592,Sal-Plant Gel,salicylic acid 0.17 MG/MG Topical Gel,Skin/Topical
ITM_593,Sebex,salicylic acid 20 MG/ML / sulfur 20 MG/ML Medicated Shampoo,Skin/Topical
ITM_594,Sebulex,salicylic acid 20 MG/ML / sulfur 20 MG/ML Medicated Shampoo,Skin/Topical
ITM_595,Selsun Blue,selenium sulfide 10 MG/ML Medicated Shampoo,Skin/Topical
ITM_596,Fletchers Castoria,"sennosides, USP 33.3 MG/ML Oral Solution",Other
ITM_597,Florical,calcium carbonate 364 MG / sodium fluoride 8.3 MG Oral Tablet,Other
ITM_598,Florical,calcium carbonate 364 MG / sodium fluoride 8.3 MG Oral Capsule,Other
ITM_599,Gas-X,simethicone 80 MG Chewable Tablet,Other
ITM_600,Gas-X,simethicone 125 MG Chewable Tablet,Other
ITM_601,Gas-X,simethicone 125 MG Oral Capsule,Other
ITM_602,Little Tummys,simethicone 66.7 MG/ML Oral Suspension,Other
ITM_603,Bio-Statin,nystatin 1000000 UNT Oral Capsule,Other
ITM_604,Campho-Phenique,camphor 108 MG/ML / phenol 47 MG/ML Topical Solution,Skin/Topical
ITM_605,Campho-Phenique,camphor 0.108 MG/MG / phenol 0.047 MG/MG Topical Gel,Skin/Topical
ITM_606,Menthac Arthritis Cream with Capsaicin,capsaicin 0.2 MG/ML Topical Cream,Skin/Topical
ITM_607,Bio-Statin,nystatin 500000 UNT Oral Capsule,Other
ITM_608,Aquasol E,vitamin E 22.6 MG/ML Oral Solution,Other
ITM_609,DHS Tar Shampoo,coal tar 5 MG/ML Medicated Shampoo,Skin/Topical
ITM_610,Pronto,piperonyl butoxide 30 MG/ML / pyrethrins 3 MG/ML Medicated Shampoo,Skin/Topical
ITM_611,Tegrin-LT Shampoo,piperonyl butoxide 30 MG/ML / pyrethrins 3 MG/ML Medicated Shampoo,Skin/Topical
ITM_612,Equalactin,calcium polycarbophil 625 MG Chewable Tablet,Other
ITM_613,FiberCon,calcium polycarbophil 625 MG Oral Tablet,Other
ITM_614,Konsyl Fiber,calcium polycarbophil 625 MG Oral Tablet,Other
ITM_615,Nimbex,20 ML cisatracurium 10 MG/ML Injection,Other
ITM_616,Nimbex,cisatracurium 2 MG/ML Injectable Solution,Other
ITM_617,Tri-Chlor,trichloroacetate 800 MG/ML Topical Solution,Skin/Topical
ITM_618,Antabuse,disulfiram 500 MG Oral Tablet,Other
ITM_619,Mag-G,magnesium gluconate 500 MG Oral Tablet,Other
ITM_620,Magtrate,magnesium gluconate 500 MG Oral Tablet,Other
ITM_621,Saleto,acetaminophen 115 MG / aspirin 210 MG / caffeine 16 MG / salicylamide 65 MG Oral Tablet,Other
ITM_622,Ilex Skin,petrolatum 1 MG/MG Topical Ointment,Skin/Topical
ITM_623,Uni Salve,petrolatum 1 MG/MG Topical Ointment,Skin/Topical
ITM_624,Vaseline,petrolatum 1 MG/MG Topical Ointment,Skin/Topical
ITM_625,Phillips Milk of Magnesia,magnesium hydroxide 80 MG/ML Oral Suspension,Other
ITM_626,Mag-Tab,magnesium lactate 84 MG Extended Release Oral Tablet,Other
ITM_627,Mag-Ox 400,magnesium oxide 400 MG Oral Tablet,Other
ITM_628,Uro-Mag,magnesium oxide 140 MG Oral Capsule,Other
ITM_629,Aquasol A,2 ML vitamin A 50000 UNT/ML Injection,Other
ITM_630,Iopidine,apraclonidine 10 MG/ML Ophthalmic Solution,Other
ITM_631,Betadine,povidone-iodine 50 MG/ML Topical Cream,Skin/Topical
ITM_632,Betadine,povidone-iodine 100 MG/ML Topical Solution,Skin/Topical
ITM_633,Clinidine,povidone-iodine 100 MG/ML Topical Solution,Skin/Topical
ITM_634,Elmiron,pentosan polysulfate 100 MG Oral Capsule,Other
ITM_635,Iodex,povidone-iodine 0.047 MG/MG Topical Ointment,Skin/Topical
ITM_636,Albenza,albendazole 200 MG Oral Tablet,Other
ITM_637,Bismarex,bismuth subsalicylate 262 MG Chewable Tablet,Other
ITM_638,Pepto-bismol,bismuth subsalicylate 262 MG Chewable Tablet,Other
ITM_639,Esgic,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule,Other
ITM_640,Pepto-bismol,bismuth subsalicylate 17.5 MG/ML Oral Suspension,Other
ITM_641,Esgic,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet,Other
ITM_642,Repan,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet,Other
ITM_643,Flolan,epoprostenol 0.5 MG Injection,Other
ITM_644,Flolan,epoprostenol 1.5 MG Injection,Other
ITM_645,Isopto Carbachol,carbachol 30 MG/ML Ophthalmic Solution,Other
ITM_646,CharcoCaps,activated charcoal 260 MG Oral Capsule,Other
ITM_647,Prevident Dental Rinse,sodium fluoride 2 MG/ML Mouthwash,Other
ITM_648,Ivy Block,bentoquatam 50 MG/ML Topical Lotion,Skin/Topical
ITM_649,Anacin,aspirin 400 MG / caffeine 32 MG Oral Tablet,Other
ITM_650,P-A-C Analgesic,aspirin 400 MG / caffeine 32 MG Oral Tablet,Other
ITM_651,Zithromax,azithromycin 20 MG/ML Oral Suspension,Other
ITM_652,Americaine,benzocaine 200 MG/ML Topical Spray,Skin/Topical
ITM_653,Solarcaine Plus Aloe,benzocaine 200 MG/ML Topical Spray,Skin/Topical
ITM_654,Remeron,mirtazapine 15 MG Oral Tablet,Other
ITM_655,Remeron,mirtazapine 30 MG Oral Tablet,Other
ITM_656,Viramune,nevirapine 200 MG Oral Tablet,Other
ITM_657,Denavir,penciclovir 10 MG/ML Topical Cream,Skin/Topical
ITM_658,Ionil T,coal tar 20 MG/ML Medicated Shampoo,Skin/Topical
ITM_659,Amicar,6-aminocaproic acid 500 MG Oral Tablet,Other
ITM_660,Driminate,dimenhydrinate 50 MG Oral Tablet,Other
ITM_661,TripTone,dimenhydrinate 50 MG Oral Tablet,Other
ITM_662,Risperdal,risperidone 1 MG/ML Oral Solution,Other
ITM_663,Edecrin,ethacrynate sodium 50 MG Injection,Other
ITM_664,Zoladex,goserelin 10.8 MG Drug Implant,Other
ITM_665,Cortaid,hydrocortisone 5 MG/ML Topical Cream,Skin/Topical
ITM_666,Isopto Alkaline,hypromellose 5 MG/ML Ophthalmic Solution,Other
ITM_667,Balnetar,coal tar 25 MG/ML Topical Oil,Skin/Topical
ITM_668,Gelusil,aluminum hydroxide 200 MG / magnesium hydroxide 200 MG / simethicone 25 MG Chewable Tablet,Skin/Topical
ITM_669,Mintox Plus,aluminum hydroxide 200 MG / magnesium hydroxide 200 MG / simethicone 25 MG Chewable Tablet,Other
ITM_670,MetroCream,metronidazole 7.5 MG/ML Topical Cream,Skin/Topical
ITM_671,Prilosec,omeprazole 10 MG Delayed Release Oral Capsule,Other
ITM_672,Paxil,paroxetine hydrochloride 10 MG Oral Tablet,Other
ITM_673,Paxil,paroxetine hydrochloride 40 MG Oral Tablet,Other
ITM_674,Vanoxide-HC,benzoyl peroxide 50 MG/ML / hydrocortisone 5 MG/ML Topical Lotion,Skin/Topical
ITM_675,Accolate,zafirlukast 20 MG Oral Tablet,Other
ITM_676,Zyflo,zileuton 600 MG Oral Tablet,Other
ITM_677,Pontocaine,tetracaine 20 MG/ML Topical Solution,Skin/Topical
ITM_678,Epitol,carbamazepine 200 MG Oral Tablet,Other
ITM_679,St. Joseph Aspirin,aspirin 81 MG Chewable Tablet,Other
ITM_680,C-Time,ascorbic acid 500 MG Oral Capsule,Other
ITM_681,Bayer Aspirin,aspirin 325 MG Oral Tablet,Other
ITM_682,Norwich Aspirin,aspirin 325 MG Oral Tablet,Other
ITM_683,Bayer Aspirin,aspirin 500 MG Oral Tablet,Other
ITM_684,Norwich Aspirin,aspirin 500 MG Oral Tablet,Other
ITM_685,B-Caro-T,beta carotene 15 MG Oral Capsule,Other
ITM_686,Pepto-bismol,bismuth subsalicylate 35 MG/ML Oral Suspension,Other
ITM_687,Mepron,atovaquone 150 MG/ML Oral Suspension,Other
ITM_688,Premarin,"estrogens, conjugated (USP) 25 MG Injection",Other
ITM_689,Iodopen,10 ML sodium iodide 0.118 MG/ML Injection,Other
ITM_690,Menest,"estrogens, esterified (USP) 0.3 MG Oral Tablet",Other
ITM_691,Pepcid,famotidine 10 MG Oral Tablet,Other
ITM_692,Ecotrin,aspirin 325 MG Delayed Release Oral Tablet,Other
ITM_693,Viracept,nelfinavir 250 MG Oral Tablet,Other
ITM_694,Epogen,epoetin alfa 20000 UNT/ML Injectable Solution,Other
ITM_695,Procrit,epoetin alfa 20000 UNT/ML Injectable Solution,Other
ITM_696,Insta-Char,activated charcoal 208 MG/ML Oral Suspension,Other
ITM_697,Menest,"estrogens, esterified (USP) 0.625 MG Oral Tablet",Other
ITM_698,Zoloft,sertraline 25 MG Oral Tablet,Other
ITM_699,Polysporin,bacitracin 0.5 UNT/MG / polymyxin B 10 UNT/MG Topical Powder,Skin/Topical
ITM_700,Outgro Pain Relief,benzocaine 200 MG/ML Topical Solution,Skin/Topical
ITM_701,DHS Salicylic Acid 3%,salicylic acid 30 MG/ML Medicated Shampoo,Skin/Topical
ITM_702,Keralyt,salicylic acid 0.06 MG/MG Topical Gel,Skin/Topical
ITM_703,Asthmanefrin,racepinephrine 22.5 MG/ML Inhalation Solution,Other
ITM_704,N Ice with Vitamin C,ascorbic acid 60 MG Chewable Tablet,Other
ITM_705,Menest,"estrogens, esterified (USP) 1.25 MG Oral Tablet",Other
ITM_706,Drisdol,ergocalciferol 0.2 MG/ML Oral Solution,Other
ITM_707,Paser D/R,aminosalicylic acid 4000 MG Oral Granules,Other
ITM_708,Coreg,carvedilol 6.25 MG Oral Tablet,Other
ITM_709,Coreg,carvedilol 12.5 MG Oral Tablet,Other
ITM_710,Coreg,carvedilol 25 MG Oral Tablet,Other
ITM_711,Rea-Lo,urea 300 MG/ML Topical Cream,Skin/Topical
ITM_712,Sulfo-Lo,sulfur 0.03 MG/MG Medicated Bar Soap,Other
ITM_713,Zyprexa,olanzapine 2.5 MG Oral Tablet,Other
ITM_714,Carmol,urea 200 MG/ML Topical Cream,Skin/Topical
ITM_715,Gormel,urea 200 MG/ML Topical Cream,Skin/Topical
ITM_716,Ureacin-20,urea 200 MG/ML Topical Cream,Skin/Topical
ITM_717,Aqua Care,urea 100 MG/ML Topical Lotion,Skin/Topical
ITM_718,Carmol,urea 100 MG/ML Topical Lotion,Skin/Topical
ITM_719,Gormel 10,urea 100 MG/ML Topical Lotion,Skin/Topical
ITM_720,Nutraplus,urea 100 MG/ML Topical Lotion,Skin/Topical
ITM_721,Ureacin-10,urea 100 MG/ML Topical Lotion,Skin/Topical
ITM_722,Tazorac,tazarotene 0.0005 MG/MG Topical Gel,Skin/Topical
ITM_723,Tazorac,tazarotene 0.001 MG/MG Topical Gel,Skin/Topical
ITM_724,Zithromax,azithromycin 250 MG Oral Tablet,Other
ITM_725,Valtrex,valacyclovir 1000 MG Oral Tablet,Other
ITM_726,Alka-Mints,calcium carbonate 850 MG Chewable Tablet,Other
ITM_727,Menest,"estrogens, esterified (USP) 2.5 MG Oral Tablet",Other
ITM_728,Aqua-Ban,pamabrom 50 MG Oral Tablet,Other
